unit,year,IB_share,cf_pct,actual_twh,nameplate_twh,planned_outage_twh,forced_outage_twh,unaccounted_twh,planned_outage_pct_of_nameplate,forced_outage_pct,unaccounted_pct
ALZ1,2018,0.53,82.537792050007,7.309844,8.85636,0.8737632,0.83416725,-0.16141444999999954,9.865940408926466,9.418849843502297,-1.8225823024357584
ALZ1,2019,0.53,89.40990948877416,7.91846346,8.85636,0.0,0.007917549999999999,0.9299789900000005,0.0,0.08939959531907013,10.500690915906766
ALZ1,2020,0.53,64.7251003983504,5.7479928000000005,8.880624,1.8921422999999997,0.0,1.240488899999999,21.306411576483814,0.0,13.96848802516579
ALZ1,2021,0.53,79.99253417882741,7.0844268,8.85636,1.8698936999999998,0.9718593,-1.0698197999999994,21.113569231603048,10.973574922428627,-12.07967833285909
ALZ1,2022,0.53,86.75259926199928,7.6831225,8.85636,0.0,0.19757431,0.9756631900000008,0.0,2.2308748741017754,11.016525863898947
ALZ1,2023,0.53,78.73312060485344,6.972888599999999,8.85636,0.8980343999999999,0.8219340749999999,0.1635029250000014,10.139994309174421,9.280721142771972,1.8461639432001569
ALZ1,2024,0.53,68.43674048129952,6.0776096,8.880624,0.8262321,0.0,1.9767822999999995,9.303761762686948,0.0,22.259497756013538
ALZ1,2025,0.53,69.85818073113559,6.186891975,8.85636,0.1698984,0.0,2.4995696250000004,1.9183773017357015,0.0,28.22344196712871
ALZ1,2026,0.53,0.0,0.0,2.766096,0.9212942999999999,1.0669215,0.7778802,33.30666397695524,38.57138363961338,28.121952383431374
ALZ2,2018,0.53,83.49642328676343,7.358172399999999,8.81256,0.8207327999999999,0.7964594933333333,-0.1628046933333328,9.313216590865764,9.037776688423493,-1.8474165660526887
ALZ2,2019,0.53,79.67298083644255,7.02122924,8.81256,0.9182953999999999,0.0,0.8730353599999994,10.42030238659368,0.0,9.906716776963782
ALZ2,2020,0.53,80.48451436191596,7.1121783,8.836704,0.0,0.0,1.7245256999999992,0.0,0.0,19.51548563808406
ALZ2,2021,0.53,78.52826760895812,6.9203507,8.81256,0.9162838,1.0147348566666665,-0.03880935666666718,10.397475875341557,11.514643380205825,-0.4403868645055147
ALZ2,2022,0.53,78.72155764045863,6.9373845,8.81256,0.9665737999999999,0.0,0.9086016999999993,10.968138656644607,0.0,10.310303702896768
ALZ2,2023,0.53,88.035463020961,7.758178,8.81256,0.0,0.021540883333333333,1.0328411166666662,0.0,0.24443389132480614,11.720103087714199
ALZ2,2024,0.53,71.81689123003329,6.346246100000001,8.836704,0.8207327999999999,0.0,1.6697250999999982,9.287770643896186,0.0,18.895338126070516
ALZ2,2025,0.53,65.06031845456938,5.7334796,8.81256,0.8217386,0.0,2.2573418,9.324629846491826,0.0,25.615051698938785
ALZ2,2026,0.53,0.0,0.0,2.752416,0.0,0.0,2.752416,0.0,0.0,100.0
ASC1,2018,0.0,78.55506995327599,7.101629699999999,9.04032,0.836472,1.0686479,0.03357040000000011,9.252681321015185,11.820907888216347,0.37134083749247937
ASC1,2019,0.0,89.854843302007,8.123165369999999,9.04032,0.0,0.0,0.9171546300000006,0.0,0.0,10.145156697992999
ASC1,2020,0.0,72.72031005104421,6.592160100000001,9.065088,1.0515648,0.0,1.4213630999999984,11.60016096920405,0.0,15.679528979751753
ASC1,2021,0.0,73.57080833421826,6.6510365,9.04032,0.861367,0.06974933333333332,1.4581671666666662,9.528058741283495,0.7715361108161362,16.129596813682106
ASC1,2022,0.0,89.56022795653251,8.0965312,9.04032,0.0,0.0,0.9437888000000001,0.0,0.0,10.439772043467489
ASC1,2023,0.0,70.48733341297653,6.3722805,9.04032,1.0037664,1.28275695,0.38151614999999994,11.103217585218223,14.18928699426569,4.220162007539556
ASC1,2024,0.0,70.59979450833794,6.3999335,9.065088,1.1232624,0.0,1.541892099999999,12.391081035286145,0.0,17.009124456375922
ASC1,2025,0.0,63.321322696541706,5.724450199999999,9.04032,0.0,0.0,3.3158698000000006,0.0,0.0,36.678677303458294
ASC1,2026,0.0,0.0,0.0,2.823552,0.0,0.0,2.823552,0.0,0.0,100.0
ASC2,2018,0.15,88.55655853596724,7.9670085,8.99652,0.0,0.20011478166666674,0.8293967183333332,0.0,2.2243576590355687,9.21908380499719
ASC2,2019,0.15,79.07526888174539,7.114022380000001,8.99652,0.8092272,0.24822016333333333,0.8250502566666663,8.994891357991756,2.75906865469463,9.170771105568223
ASC2,2020,0.15,68.57328341518526,6.1861111,9.021168,0.7864181000000001,1.1206553883333334,0.9279834116666661,8.717475386779187,12.422508796348028,10.286732401687521
ASC2,2021,0.15,89.21880793906976,8.026587899999999,8.99652,0.0,0.05839460166666667,0.9115374983333345,0.0,0.6490798849629265,10.132112175967313
ASC2,2022,0.15,80.40252675478963,7.2334294,8.99652,0.8568288000000001,0.9404790000000001,-0.03421720000000017,9.524002614344214,10.453808806071681,-0.38033817520552576
ASC2,2023,0.15,75.82136537238843,6.821284299999999,8.99652,1.0006253,0.0,1.1746104000000008,11.122359534575592,0.0,13.056275093035982
ASC2,2024,0.15,74.40464472006286,6.712168,9.021168,0.0,0.0,2.3089999999999993,0.0,0.0,25.595355279937138
ASC2,2025,0.15,54.63567246001787,4.9153092,8.99652,1.1186376,0.0,2.9625732,12.434114524282721,0.0,32.93021301569941
ASC2,2026,0.15,0.0,0.0,2.809872,0.0,0.0,2.809872,0.0,0.0,100.0
COF1,2018,1.0,88.71515904487246,8.2688206,9.32064,0.0,0.22181873333333335,0.830000666666666,0.0,2.379865903342832,8.904975051784707
COF1,2019,1.0,81.16387512016342,7.564992609999999,9.32064,0.9865687000000002,0.12007233500000002,0.6490063549999998,10.584774221512689,1.2882413117554163,6.963109346568475
COF1,2020,1.0,81.38112849576127,7.6060235,9.346176,0.0,0.006824565000000001,1.7333279349999997,0.0,0.0730198639529151,18.54585164028582
COF1,2021,1.0,80.51932163456587,7.5049161,9.32064,0.9192096000000001,0.007490890000000002,0.8890234099999991,9.862086723658463,0.0803688373330587,9.538222804442604
COF1,2022,1.0,84.00122416486423,7.8294517,9.32064,0.0,0.8727754000000001,0.6184128999999992,0.0,9.363899903869264,6.634875931266514
COF1,2023,1.0,79.99128386033578,7.455699600000001,9.32064,2.351219,0.043517785,-0.5297963850000017,25.225939420468986,0.46689696201119246,-5.684120242815963
COF1,2024,1.0,72.98057943698043,6.8208934,9.346176,0.0,0.0,2.5252825999999997,0.0,0.0,27.01942056301957
COF1,2025,1.0,61.4813279989357,5.73045325,9.32064,2.9118943,0.0,0.6782924499999989,31.24135574381159,0.0,7.27731625725271
COF1,2026,1.0,0.0,0.0,2.911104,0.0,0.5348326066666667,2.376271393333333,0.0,18.372157321300328,81.62784267869966
TRL1,2018,0.48,77.77669904991991,7.262912600000001,9.33816,0.9391824,0.9210375833333333,0.21502741666666614,10.057467423989308,9.863159159120569,2.3026743669702183
TRL1,2019,0.48,79.28815269817608,7.40405456,9.33816,0.7249296,0.7164424333333334,0.49273340666666743,7.763088231514558,7.672201304468261,5.276557765841101
TRL1,2020,0.48,70.18727765304135,6.572157,9.363744,0.8669376,0.0,1.9246494000000007,9.258450465967458,0.0,20.5542718809912
TRL1,2021,0.48,74.75583948015453,6.980819899999999,9.33816,0.722448,1.0566623499999999,0.5782297500000011,7.736513403068698,11.31553057561661,6.192116541160154
TRL1,2022,0.48,77.20377997378498,7.2094125,9.33816,0.8932224,0.00018094999999999995,1.2353441500000002,9.565293376853685,0.0019377479075106867,13.228988901453823
TRL1,2023,0.48,77.78984296692282,7.26414,9.33816,0.7946928,0.7284684,0.5508588,8.510164743375569,7.800984348094271,5.89900794160734
TRL1,2024,0.48,68.00645767334092,6.3679505999999995,9.363744,0.9151007999999999,0.0,2.0806926000000012,9.772808825187871,0.0,22.22073350147122
TRL1,2025,0.48,58.47460822046312,5.460452474999999,9.33816,1.9977694,0.0,1.879938125000001,21.393608590985803,0.0,20.131783188551072
TRL1,2026,0.48,0.0,0.0,2.916576,0.8659342,1.03009095,1.0205508500000002,29.69009550925469,35.31850190085909,34.99140258988623
VAN2,2018,0.28,48.809233658050935,4.6476738,9.52212,1.8062783999999998,3.9839735149999993,-0.9158057149999999,18.9692883517536,41.839144171676054,-9.617666181480594
VAN2,2019,0.28,71.0705081431446,6.76741907,9.52212,1.003488,0.12607593499999997,1.6251369949999994,10.538493528752001,1.324032200812424,17.06696612729098
VAN2,2020,0.28,79.31237149421125,7.572910199999999,9.548208,0.0,0.0,1.9752978000000017,0.0,0.0,20.687628505788748
VAN2,2021,0.28,75.8154528613376,7.2192384,9.52212,0.9533136,1.0345404,0.3150275999999992,10.0115688523144,10.86460158032035,3.308376706027641
VAN2,2022,0.28,77.49533822300076,7.379199099999999,9.52212,0.9543588999999999,0.0,1.1885620000000001,10.022546449740185,0.0,12.482115327259057
VAN2,2023,0.28,83.84561631233382,7.9838802,9.52212,0.0,0.31735580999999996,1.2208839899999995,0.0,3.3328272485538935,12.821556439112294
VAN2,2024,0.28,67.61692455799036,6.4562046,9.548208,0.9784008,0.0,2.1136026,10.24695733482136,0.0,22.13611810718828
VAN2,2025,0.28,48.494991136427615,4.61775125,9.52212,1.2804925,0.0,3.6238762499999986,13.447556846584586,0.0,38.0574520169878
VAN2,2026,0.28,0.0,0.0,2.974032,0.0,0.0,2.974032,0.0,0.0,100.0
