month,indicator_id,value
2024-01-01,10456,0.31554269248747674
2024-01-01,10457,0.00016849218825986027
2024-01-01,10458,0.1690448086421996
2024-01-01,10459,0.01688028095486944
2024-01-01,10460,0.4845875011296763
2024-01-01,10461,0.017048773143129303
2024-01-01,10462,0.5016362742728057
2024-02-01,10456,0.278589422360286
2024-02-01,10457,0.17701553579154392
2024-02-01,10458,0.21217649540330133
2024-02-01,10459,0.03400832191706572
2024-02-01,10460,0.4907659177635873
2024-02-01,10461,0.21102385770860965
2024-02-01,10462,0.701789775472197
2024-03-01,10456,0.35275177211013165
2024-03-01,10457,0.28049478169585895
2024-03-01,10458,0.20082939257275526
2024-03-01,10459,0.01096255730553537
2024-03-01,10460,0.5535811646828869
2024-03-01,10461,0.29145733900139437
2024-03-01,10462,0.8450385036842812
2024-04-01,10456,0.8618834513323925
2024-04-01,10457,0.1509870390817922
2024-04-01,10458,0.5468168341655523
2024-04-01,10459,0.04526248292534937
2024-04-01,10460,1.408700285497945
2024-04-01,10461,0.19624952200714155
2024-04-01,10462,1.6049498075050863
2024-05-01,10456,0.7957884288178285
2024-05-01,10457,0.3213227449571738
2024-05-01,10458,0.33339058485436807
2024-05-01,10459,0.06248663439408959
2024-05-01,10460,1.1291790136721966
2024-05-01,10461,0.38380937935126336
2024-05-01,10462,1.51298839302346
2024-06-01,10456,0.8068425201655165
2024-06-01,10457,0.19701154582491548
2024-06-01,10458,0.35050587311163434
2024-06-01,10459,0.026767965140119677
2024-06-01,10460,1.1573483932771509
2024-06-01,10461,0.22377951096503515
2024-06-01,10462,1.381127904242186
2024-07-01,10456,2.388014017385592
2024-07-01,10457,0.22214113830471827
2024-07-01,10458,0.46214129247520036
2024-07-01,10459,0.022975040574352647
2024-07-01,10460,2.8501553098607926
2024-07-01,10461,0.2451161788790709
2024-07-01,10462,3.095271488739863
2024-08-01,10456,0.930948312009313
2024-08-01,10457,0.18191882389614403
2024-08-01,10458,0.7026511143293286
2024-08-01,10459,0.014047075848115403
2024-08-01,10460,1.6335994263386415
2024-08-01,10461,0.19596589974425943
2024-08-01,10462,1.829565326082901
2024-09-01,10456,0.970346471650437
2024-09-01,10457,0.08317017205123448
2024-09-01,10458,0.6298415200466619
2024-09-01,10459,0.010159585109860394
2024-09-01,10460,1.600187991697099
2024-09-01,10461,0.09332975716109486
2024-09-01,10462,1.6935177488581938
2024-10-01,10456,0.6111533007438615
2024-10-01,10457,0.24324653424320294
2024-10-01,10458,0.3865921226909008
2024-10-01,10459,0.09169292241919348
2024-10-01,10460,0.9977454234347624
2024-10-01,10461,0.33493945666239644
2024-10-01,10462,1.332684880097159
2024-11-01,10456,2.6852325944902735
2024-11-01,10457,0.1282712004674233
2024-11-01,10458,0.24458959147930398
2024-11-01,10459,0.00013793629607179307
2024-11-01,10460,2.9298221859695777
2024-11-01,10461,0.12840913676349508
2024-11-01,10462,3.0582313227330724
2024-12-01,10456,1.1954457642315715
2024-12-01,10457,0.18280310413407178
2024-12-01,10458,0.3548174398367963
2024-12-01,10459,0.0018741873675656266
2024-12-01,10460,1.5502632040683677
2024-12-01,10461,0.18467729150163742
2024-12-01,10462,1.7349404955700052
2025-01-01,10456,0.8950988787133755
2025-01-01,10457,0.33671897333791456
2025-01-01,10458,0.13255789156535433
2025-01-01,10459,0.015644707494349312
2025-01-01,10460,1.0276567702787298
2025-01-01,10461,0.3523636808322639
2025-01-01,10462,1.3800204511109937
2025-02-01,10456,0.1765101071877025
2025-02-01,10457,0.2411374410764418
2025-02-01,10458,0.05624769587591795
2025-02-01,10459,0.007559044229346881
2025-02-01,10460,0.23275780306362043
2025-02-01,10461,0.2486964853057887
2025-02-01,10462,0.4814542883694091
2025-03-01,10456,0.4347991476051215
2025-03-01,10457,0.1896415716767446
2025-03-01,10458,0.4837234257040366
2025-03-01,10459,0.012747994212154862
2025-03-01,10460,0.9185225733091581
2025-03-01,10461,0.20238956588889945
2025-03-01,10462,1.1209121391980577
2025-04-01,10456,0.38368828127500315
2025-04-01,10457,0.07672778880666822
2025-04-01,10458,0.6179730933386635
2025-04-01,10459,0.018533752913839477
2025-04-01,10460,1.0016613746136667
2025-04-01,10461,0.0952615417205077
2025-04-01,10462,1.0969229163341743
2025-05-01,10456,0.43762755615052173
2025-05-01,10457,0.715651207732948
2025-05-01,10458,0.885706191906701
2025-05-01,10459,0.024048819418814548
2025-05-01,10460,1.3233337480572227
2025-05-01,10461,0.7397000271517625
2025-05-01,10462,2.0630337752089853
2025-06-01,10456,1.3352235644795643
2025-06-01,10457,0.23219426530046058
2025-06-01,10458,1.6773136744871726
2025-06-01,10459,0.060372833759075165
2025-06-01,10460,3.0125372389667366
2025-06-01,10461,0.29256709905953576
2025-06-01,10462,3.3051043380262723
2025-07-01,10456,7.1690120726766144
2025-07-01,10457,0.5201562042500684
2025-07-01,10458,2.92027099166831
2025-07-01,10459,0.09517824578712065
2025-07-01,10460,10.089283064344924
2025-07-01,10461,0.615334450037189
2025-07-01,10462,10.704617514382113
2025-08-01,10456,4.904711645374114
2025-08-01,10457,0.6362340223624554
2025-08-01,10458,1.1903848607552117
2025-08-01,10459,0.02730044793690834
2025-08-01,10460,6.095096506129325
2025-08-01,10461,0.6635344702993637
2025-08-01,10462,6.758630976428689
2025-09-01,10456,3.4563334881956
2025-09-01,10457,0.5538208676568217
2025-09-01,10458,0.507006074107037
2025-09-01,10459,0.04955613319601419
2025-09-01,10460,3.963339562302637
2025-09-01,10461,0.603377000852836
2025-09-01,10462,4.566716563155473
2025-10-01,10456,2.4430314274424787
2025-10-01,10457,0.3208656321453204
2025-10-01,10458,1.3245532018604367
2025-10-01,10459,0.18423667282109343
2025-10-01,10460,3.7675846293029154
2025-10-01,10461,0.5051023049664138
2025-10-01,10462,4.27268693426933
2025-11-01,10456,0.7255008437458181
2025-11-01,10457,0.4763822137174435
2025-11-01,10458,0.3042769394757373
2025-11-01,10459,0.039635889158989863
2025-11-01,10460,1.0297777832215553
2025-11-01,10461,0.5160181028764333
2025-11-01,10462,1.5457958860979888
2025-12-01,10456,0.36170648241758846
2025-12-01,10457,0.10255814095246057
2025-12-01,10458,0.49644811482068624
2025-12-01,10459,0.0014766438972834283
2025-12-01,10460,0.8581545972382747
2025-12-01,10461,0.104034784849744
2025-12-01,10462,0.9621893820880187
2026-01-01,10456,0.7823045118466805
2026-01-01,10457,0.14095100537694674
2026-01-01,10458,0.19929070161390325
2026-01-01,10459,0.006803328377503455
2026-01-01,10460,0.9815952134605836
2026-01-01,10461,0.1477543337544502
2026-01-01,10462,1.1293495472150339
2026-02-01,10456,0.5077514934154768
2026-02-01,10457,0.11651753200888536
2026-02-01,10458,0.07920053424412452
2026-02-01,10459,0.00137586461538015
2026-02-01,10460,0.5869520276596013
2026-02-01,10461,0.1178933966242655
2026-02-01,10462,0.7048454242838669
2026-03-01,10456,0.7851822999011993
2026-03-01,10457,0.2720670429773991
2026-03-01,10458,0.7812702074131738
2026-03-01,10459,0.014654513418735153
2026-03-01,10460,1.5664525073143731
2026-03-01,10461,0.2867215563961343
2026-03-01,10462,1.8531740637105074
2026-04-01,10456,1.5819775118052721
2026-04-01,10457,0.47601796710263394
2026-04-01,10458,1.3315447977353998
2026-04-01,10459,0.02277602186132683
2026-04-01,10460,2.913522309540672
2026-04-01,10461,0.49879398896396077
2026-04-01,10462,3.4123162985046327
